"Table Name","Table Description","Column Name","Column Description","Data Type",Sensitive
RESIDENT_20230330,"This table contains details of the participants residence",ONE_YEAR_AGO_ADDRESS_COUNTRY,"Address one year ago (Outside UK)",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",ONE_YEAR_AGO_ADDRESS_INDICATOR,"Address one year ago (Indicator)",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",ONE_YEAR_AGO_ADDRESS_LSOA,"Address one year ago (Lower Super Output area)",VARCHAR,true
RESIDENT_20230330,"This table contains details of the participants residence",OTHER_PASSPORT_HELD,"Passports held (Text response)",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PASSPORT,"Passports held (Tickbox response)",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PASSPORTS_ALL,"All passports held (detailed)",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PASSPORTS_HELD_IRISH,"Passports held",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PASSPORTS_HELD_NONE,"Passports held",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PASSPORTS_HELD_OTHER,"Passports held",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PASSPORTS_HELD_UK,"Passports held",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PLACE_OF_WORK_IND,"Place of work indicator",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",POSITION_IN_CE,"Position in communal establishment",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PROXY_ANSWER,"Answered on behalf of",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",PUBLIC_TRANSPORT_USERS,"Public transport users in household",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS,Qualifications,BIGINT,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS01,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS02,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS03,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS04,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS05,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS06,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS07,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS08,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS09,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS10,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS11,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",QUALIFICATIONS12,Qualifications,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RELIGION,Religion,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RELIGION_TB,Religion,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RESIDENCE_LENGTH,"Stay at second address by country of second address",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RESIDENCE_TYPE,"Residence Type",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RESIDENT_AGE,Age,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RESIDENT_ID_E,"Resident ID",BIGINT,false
RESIDENT_20230330,"This table contains details of the participants residence",RESIDENT_MONTH_OF_BIRTH,"Date of birth month",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RESIDENT_RECORD_KEY,"Resident Record Key",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RESIDENT_RESPONSE_MODE_20,"Resident Response Mode",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RESIDENT_YEAR_OF_BIRTH,"Date of birth year",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",RESPONSE_ID_E,"Response ID",BIGINT,false
RESIDENT_20230330,"This table contains details of the participants residence",SECOND_ADDRESS_COUNTRY,"Stay at second address by country of second address",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",SECOND_ADDRESS_LSOA,"Lower Super Output Area of Second Address",VARCHAR,true
RESIDENT_20230330,"This table contains details of the participants residence",SECOND_ADDRESS_TYPE_PRIORITY,"Second address type priority",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",SEX,Sex,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",SEXUAL_ORIENTATION,"Sexual orientation (coded)",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",SIC,"Industry description",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",SIKH_IND,"Sikh identity indicator",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",SOC,"Occupation description",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",STADDR_FLAG_20,"Indicator for students who are completing the form at their address during term-time",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",STUDENT_ACCOMMODATION,"Student accommodation",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",SUPERVISES_OR_MANAGES,"Supervisor of employees",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",TERM_TIME_ADDRESS_FLAG,"Term Time Address",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",TRANSPORT_TO_WORK,"Method of travel to work",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",TRANSPORT_TO_WORKPLACE,"Method of travel to workplace",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",TRAVEL_DESTINATION_LSOA,"Lower Super Output area of travel destination",VARCHAR,true
RESIDENT_20230330,"This table contains details of the participants residence",TYPE_OF_ESTABLISHMENT,"Type of Establishment",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",UK_VETERANS,Veterans,INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",USUAL_RESIDENT_IND,"Usual resident indicator",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WAITING_FOR_WORK,"In the last seven days, were you waiting to start a job already accepted?",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WELSH_LANGUAGE_PROFICIENCY,"Welsh language",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WELSH_SKILLS_ALL,"Welsh language skills",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WELSH_SKILLS_READ,"Ability to read Welsh",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WELSH_SKILLS_SPEAK,"Ability to understand Welsh",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WELSH_SKILLS_UNDERSTAND,"Ability to understand Welsh",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WELSH_SKILLS_WRITE,"Ability to write in Welsh",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WELSH_SPEAKING_3_PLUS,"Welsh speaking indicator for people aged 3 and over",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WELSH_SPEAKING_DEPENDENT_CHILD,"Dependent children aged 3 and over living in a family and their ability to speak Welsh",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WORKING_AGE_IND,"Working Age Indicator",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WORKPLACE_ADDRESS_COUNTRY,"Workplace (Outside UK)",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WORKPLACE_ADDRESS_LSOA,"Workplace Address Lower Super Output Area",VARCHAR,true
RESIDENT_20230330,"This table contains details of the participants residence",WORKPLACE_LSOA,"Lower Super Output area of workplace",VARCHAR,true
RESIDENT_20230330,"This table contains details of the participants residence",WORKPLACE_TRAVEL,"Distance travelled to work and place of work",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",WORKPLACE_TYPE,"Workplace address (Indicator)",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",YEAR_ARRIVAL_UK,"Year of arrival in the UK",INTEGER,false
RESIDENT_20230330,"This table contains details of the participants residence",YEAR_OF_ARRIVAL_IN_COUNTRY,"Year of arrival in UK",INTEGER,false
VISITOR_20230330,"This table contains details of visitors",AVAIL_FROM_DT,"Date when data is made available i.e. date of loading",DATE,false
VISITOR_20230330,"This table contains details of visitors",DWELLING_ID_E,"Dwelling ID",BIGINT,false
VISITOR_20230330,"This table contains details of visitors",HOUSEHOLD_ID_E,"Household ID",BIGINT,false
VISITOR_20230330,"This table contains details of visitors",RESPONSE_ID_E,"Response ID",BIGINT,false
VISITOR_20230330,"This table contains details of visitors",SEX,Sex,INTEGER,false
VISITOR_20230330,"This table contains details of visitors",VISITOR_ADDRESS_COUNTRY,"Visitor address (Outside UK)",INTEGER,false
VISITOR_20230330,"This table contains details of visitors",VISITOR_ADDRESS_INDICATOR,"Visitor address (Indicator)",INTEGER,false
VISITOR_20230330,"This table contains details of visitors",VISITOR_ADDRESS_LSOA,"Visitors Address Lower Super Output Area",VARCHAR,true
VISITOR_20230330,"This table contains details of visitors",VISITOR_AGE,"Visitor age",INTEGER,false
VISITOR_20230330,"This table contains details of visitors",VISITOR_DAY_CHANGE_FLAG,"Visitor Day Change",INTEGER,false
VISITOR_20230330,"This table contains details of visitors",VISITOR_ID_E,"Visitor ID",BIGINT,false
VISITOR_20230330,"This table contains details of visitors",VISITOR_RECORD_KEY,"Visitor Key",INTEGER,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",ALF2_E,"Anomalised linkage field 2.",BIGINT,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",AVAIL_FROM_DT,"Date when data is made available i.e. date of loading",DATE,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",GENDER,Gender,VARCHAR,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",LINKAGE_DATE,"Linkage date",TIMESTAMP,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",PROJECT_NAME,-,VARCHAR,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",SOURCE_DATASET_NAME,-,VARCHAR,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",UNIQUE_ID_SOURCE_E,-,BIGINT,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",UNIQUE_ID_SPINE_E,-,BIGINT,false
WDS_ALF_20240524,"This table contains details of the linkage for CENS",WEEK_OF_BIRTH,"Week of Birth",TIMESTAMP,false
