"Table Name","Table Description","Column Name","Column Description","Data Type",Sensitive
ECMS_ADDRESSES,"Includes information derived from individual address data on people who are named on applications (but not experts, lawyers or case workers). Actual address details (e.g. house number/name, street name, post code) not included.",LSOA_2011_CODE,"Lower Layer Super Output Area (LSOA 2011 code) of this address. Special access required.",VARCHAR,false
ECMS_ADDRESSES,"Includes information derived from individual address data on people who are named on applications (but not experts, lawyers or case workers). Actual address details (e.g. house number/name, street name, post code) not included.",REGISTERED,-,VARCHAR,false
ECMS_ADDRESSES,"Includes information derived from individual address data on people who are named on applications (but not experts, lawyers or case workers). Actual address details (e.g. house number/name, street name, post code) not included.",REGULATED,-,VARCHAR,false
ECMS_APPLICATIONS,"Information on individual applications.",APPLICATIONREASON_ID,"Application Reason ID. Links to [ECMS_APPLICATIONREASONS] lookup.",INTEGER,false
ECMS_APPLICATIONS,"Information on individual applications.",APPLICATIONTYPE1_ID,"Application Type ID. Links to [ECMS_APPLICATIONTYPES] lookup.",INTEGER,false
ECMS_APPLICATIONS,"Information on individual applications.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_APPLICATIONS,"Information on individual applications.",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_APPLICATIONS,"Information on individual applications.",COURTCOURTLEVELREF_ID,"Court-Court Level ID. Links to [ECMS_COURTCOURTLEVELREFS] lookup.",INTEGER,false
ECMS_APPLICATIONS,"Information on individual applications.",DATEAPPLICATIONCOMPLETED,"Date this application was completed (imputed). This is the same as [DATACOMPLETED] if available, otherwise the case completion date was used.",DATE,false
ECMS_APPLICATIONS,"Information on individual applications.",DATECOMPLETED,"Date this application was completed (original).",DATE,false
ECMS_APPLICATIONS,"Information on individual applications.",DATENOTIFIED,"Date notified of this application.",DATE,false
ECMS_APPLICATIONS,"Information on individual applications.",DATEOFAPPLICATION,"Date of this application.",DATE,false
ECMS_APPLICATIONS,"Information on individual applications.",DATERECEIVED,"Date this application was received.",DATE,false
ECMS_APPLICATIONS,"Information on individual applications.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_APPLICATIONS,"Information on individual applications.",NEWAPPLICATIONDATE,"New application date (Date applicant signs C110 or C100 form).",DATE,false
ECMS_APPLICATIONS,"Information on individual applications.",REVOCATIONAPPLICANTTYPEID,-,INTEGER,false
ECMS_CASECASETYP,"Case type table",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASECASETYP,"Case type table",CASETYPE_ID,"Case Type ID. Links to [ECMS_CASETYPES] lookup.",INTEGER,false
ECMS_CASECASETYP,"Case type table",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_CASECASETYPE,"Case to Case Type data (i.e. links a case to a case type).",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASECASETYPE,"Case to Case Type data (i.e. links a case to a case type).",CASETYPE_ID,"Case Type ID. Links to [ECMS_CASETYPES] lookup.",INTEGER,false
ECMS_CASECASETYPE,"Case to Case Type data (i.e. links a case to a case type).",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_CASEEXPERTS,"Case Experts data. Links an expert to a case.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASEEXPERTS,"Case Experts data. Links an expert to a case.",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_CASEEXPERTS,"Case Experts data. Links an expert to a case.",EXPERT_ID_E,"Encypted Expert ID. Links to [ECMS_EXPERTS] table. Special access required.",BIGINT,false
ECMS_CASEEXPERTS,"Case Experts data. Links an expert to a case.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",CASEREPORTTYPE_ID,"Report Type ID. Links to [ECMS_CASEREPORTTYPES] lookup.",INTEGER,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",DATEFILEDATCOURT,"Date this case report was filed at court.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",DATERECEIVED,"Date this application was received.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",DATEREPORTGENERATED,"Date this report was generated.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",DATEREQUESTED,"Date this case report was requested.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",ENDDATE,"End Date of this case report.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",EXTENDEDFILINGDATE,"Extended Filing Date of this case report.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",FURTHERWORKID,-,INTEGER,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",HEARINGINPUT_ID_E,"Encrypted Input To Hearing ID. Links to [ECMS_HEARINGS1] table.",BIGINT,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",HEARINGOUTPUT_ID_E,"Encrypted Output From Hearing ID. Links to [ECMS_HEARINGS1] table.",BIGINT,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",ORIGINALFILINGDATE,"Original Filing Date of this case report.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",REPORTDUEDATE,"Due Date of this case report. This is [EXTENDEDFILINGDATE] when available and [ORIGINALFILINGDATE] otherwise.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",REQUESTWITHDRAWNDATE,"Date this case report request was withdrawn.",DATE,false
ECMS_CASEHEARINGREPORTS,"Information on individual reports.",TEMPLATENAME,"Template Name of this report. Special access required.",VARCHAR,false
ECMS_CASELOCALAUTHORITIES,"Case Local Authorities data that links a case to a local authority. Cafcass ECMS now allows more than one Local Authority to be assigned to a case. This is most relevant in private law cases where Cafcass needs to send Local Authority checks to more than one Local Authority . The primary LA is still saved to [ECMS_CASES].[LOCALAUTHORITY_ID].",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASELOCALAUTHORITIES,"Case Local Authorities data that links a case to a local authority. Cafcass ECMS now allows more than one Local Authority to be assigned to a case. This is most relevant in private law cases where Cafcass needs to send Local Authority checks to more than one Local Authority . The primary LA is still saved to [ECMS_CASES].[LOCALAUTHORITY_ID].",CASEID_E,"Encrypted Case ID. Unique ID for this table.",BIGINT,false
ECMS_CASELOCALAUTHORITIES,"Case Local Authorities data that links a case to a local authority. Cafcass ECMS now allows more than one Local Authority to be assigned to a case. This is most relevant in private law cases where Cafcass needs to send Local Authority checks to more than one Local Authority . The primary LA is still saved to [ECMS_CASES].[LOCALAUTHORITY_ID].",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASELOCALAUTHORITIES,"Case Local Authorities data that links a case to a local authority. Cafcass ECMS now allows more than one Local Authority to be assigned to a case. This is most relevant in private law cases where Cafcass needs to send Local Authority checks to more than one Local Authority . The primary LA is still saved to [ECMS_CASES].[LOCALAUTHORITY_ID].",ISPRIMARY,"Flags the Primary LA on the case.",VARCHAR,false
ECMS_CASELOCALAUTHORITIES,"Case Local Authorities data that links a case to a local authority. Cafcass ECMS now allows more than one Local Authority to be assigned to a case. This is most relevant in private law cases where Cafcass needs to send Local Authority checks to more than one Local Authority . The primary LA is still saved to [ECMS_CASES].[LOCALAUTHORITY_ID].",LAID,"Local Authority ID. Links to [ECMS_LOCALAUTHORITIES] lookup.",INTEGER,false
ECMS_CASEPLANDELAY,"Case Plan Delay table",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASEPLANDELAY,"Case Plan Delay table",CASEPLANDELAYREASONID,-,INTEGER,false
ECMS_CASEPLANDELAY,"Case Plan Delay table",CASEPLANID_E,-,BIGINT,false
ECMS_CASEPLANDELAY,"Case Plan Delay table",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",CASEPLANID_E,-,BIGINT,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",COUNTRYID,-,INTEGER,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",CREATEDAT,-,TIMESTAMP,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",DATEIDENTIFIED,-,TIMESTAMP,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",LIVINGARRANGEMENTID,-,INTEGER,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",MODIFIEDAT,-,TIMESTAMP,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",PERSONID_E,"Encrypted Person ID. Unique ID for this table.",BIGINT,false
ECMS_CASEPLANLIVINGARRANGEMENTS,"Table contains the details of the planned living arrangements",TABNAME,-,VARCHAR,false
ECMS_CASEPLANNONPARTYSUBJECTS,-,AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASEPLANNONPARTYSUBJECTS,-,CASEPLAN_ID_E,-,BIGINT,false
ECMS_CASEPLANNONPARTYSUBJECTS,-,FINALCAREPLAN,-,INTEGER,false
ECMS_CASEPLANNONPARTYSUBJECTS,-,ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASEPLANNONPARTYSUBJECTS,-,PERSON_ID_E,"Encrypted Person ID. Links to [ECMS_PEOPLE] table. Special access required.",BIGINT,false
ECMS_CASEPLANS,"Case Plan Table",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASEPLANS,"Case Plan Table",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_CASEPLANS,"Case Plan Table",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASEPLANS,"Case Plan Table",ISCOMMISSIONINGSERVICE,-,VARCHAR,false
ECMS_CASEPLANS,"Case Plan Table",ISOUTCOMEUNKNOWN,-,VARCHAR,false
ECMS_CASES,"Information on individual cases.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASES,"Information on individual cases.",CASESTATU_ID,"Case Status ID. Links to [ECMS_CASESTATUS] lookup.",INTEGER,false
ECMS_CASES,"Information on individual cases.",CLOSUREDATE,"Closure date of this case.",DATE,false
ECMS_CASES,"Information on individual cases.",COURTCOURTLEVELREF_ID,"Court-Court Level ID. Links to [ECMS_COURTCOURTLEVELREFS] lookup.",INTEGER,false
ECMS_CASES,"Information on individual cases.",COURTFORMHARM,"Indicates harm was recorded on the court form (private law only). Special access required.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",COURTFORM_ID,"Form ID. Links to [ECMS_COURTFORMS] lookup.",INTEGER,false
ECMS_CASES,"Information on individual cases.",DATERECEIVED,"Date this application was received.",DATE,false
ECMS_CASES,"Information on individual cases.",DNA,"Indicates if a DNA test was done. Special access required.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",FINALIRODATE,"Date of final IRO (Independent Reviewing Officer) of this case. Special access required.",DATE,false
ECMS_CASES,"Information on individual cases.",FIRSTIRODATE,"Date of first IRO (Independent Reviewing Officer) of this case. Special access required.",DATE,false
ECMS_CASES,"Information on individual cases.",FPR164RESCINDEDDATE,"Date rule 16.4 of the Family Procedure Rules was received for this case.",DATE,false
ECMS_CASES,"Information on individual cases.",HADFPR164,"Indicates if this case has had rule 16.4 of the Family Procedure Rules.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",HARM,"Indicates harm (private law only) - Box ticked to generate safeguarding checks.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASES,"Information on individual cases.",ISEMAILORIGIN,"Indicates if this case is of mail origin. Special access required.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",ISFPR164,"Indicates if this case is under rule 16.4 of the Family Procedure Rules.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",ISIROREQUIRED,"Indicates if an IRO (Independent Reviewing Officer) is required. Special access required.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",ISMIAMATTEMPTED,"Indicates if a Mediation Information Assessment Meeting (MIAM) is required. Special access required.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",ISPRECOURTCASE,"Indicates if this case is a pre-court case. Special access required.",VARCHAR,false
ECMS_CASES,"Information on individual cases.",LAWTYPE_ID,"Law Type ID. Links to [ECMS_LAWTYPES] lookup.",INTEGER,false
ECMS_CASES,"Information on individual cases.",LOCALAUTHORITY_ID,"Local Authority ID. Links to [ECMS_LOCALAUTHORITIES] lookup.",INTEGER,false
ECMS_CASES,"Information on individual cases.",MIAMATTEMPTEDTYPE_APPLICANT_ID,"MIAM Attempted Type ID (if MIAM was attempted for the applicant). Links to [ECMS_MIAMATTEMPTEDTYPE] lookup. Special access required.",INTEGER,false
ECMS_CASES,"Information on individual cases.",MIAMATTEMPTEDTYPE_RESPONDENT_ID,"MIAM Attempted Type ID (if MIAM was attempted for the repondent). Links to [ECMS_MIAMATTEMPTEDTYPE] lookup. Special access required.",INTEGER,false
ECMS_CASES,"Information on individual cases.",MIAMEXEMPTIONREASONID,"Miam Exemption Reason ID. Links to [ECMS_MIAMEXEMPTIONREASON] lookup. Special access required.",INTEGER,false
ECMS_CASES,"Information on individual cases.",MIAMOPTIONID,"Miam Option ID. Links to [ECMS_MIAMOPTIONS] lookup. Special access required.",INTEGER,false
ECMS_CASES,"Information on individual cases.",NEXTHEARINGDATE,"Date of the next hearing for this case.",DATE,false
ECMS_CASES,"Information on individual cases.",REOPENDATE,"Date this case was reopened.",DATE,false
ECMS_CASES,"Information on individual cases.",REPORTDUEDATE,"Due Date of this case report. This is [EXTENDEDFILINGDATE] when available and [ORIGINALFILINGDATE] otherwise.",DATE,false
ECMS_CASES,"Information on individual cases.",SAFEGUARDINGSTATU_ID,"Safeguarding Status ID. Links to [ECMS_SAFEGUARDINGSTATUS] lookup. Special access required.",INTEGER,false
ECMS_CASES,"Information on individual cases.",TRIALSCHEME_ID,"Trial Scheme ID. Links to [ECMS_TRIALSCHEMES] lookup. Special access required.",INTEGER,false
ECMS_CASES,"Information on individual cases.",WASFAMILYSEENCPLUS,"Indicates if the family was on a C Plus Trial Scheme. Special access required.",VARCHAR,false
ECMS_CASETRIALSCHEMES,"Case Trials Schemes data. Links a case to a trial scheme.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CASETRIALSCHEMES,"Case Trials Schemes data. Links a case to a trial scheme.",CASEID_E,"Encrypted Case ID. Unique ID for this table.",BIGINT,false
ECMS_CASETRIALSCHEMES,"Case Trials Schemes data. Links a case to a trial scheme.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CASETRIALSCHEMES,"Case Trials Schemes data. Links a case to a trial scheme.",TRIALSCHEMEID,"Trial scheme ID. Links to [ECMS_TRIALSCHEMES] lookup.",INTEGER,false
ECMS_CHILDCONTACTWITHPARTIES,-,AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CHILDCONTACTWITHPARTIES,-,CASEPLANID_E,-,BIGINT,false
ECMS_CHILDCONTACTWITHPARTIES,-,CHILDID_E,-,BIGINT,false
ECMS_CHILDCONTACTWITHPARTIES,-,DATECREATED,"Date this WTFH Outcome was created. Special access required.",TIMESTAMP,false
ECMS_CHILDCONTACTWITHPARTIES,-,DATEREMOVED,-,TIMESTAMP,false
ECMS_CHILDCONTACTWITHPARTIES,-,ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CHILDCONTACTWITHPARTIES,-,PARENTID_E,-,BIGINT,false
ECMS_CHILDCONTACTWITHPARTIES,-,TABUSED,-,VARCHAR,false
ECMS_CHILDRECOMMENDATIONS,-,AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CHILDRECOMMENDATIONS,-,CASEPLANID_E,-,BIGINT,false
ECMS_CHILDRECOMMENDATIONS,-,COURTACCEPTANCETYPEID,-,INTEGER,false
ECMS_CHILDRECOMMENDATIONS,-,EXPLANATIONSTATUSID,-,INTEGER,false
ECMS_CHILDRECOMMENDATIONS,-,ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CHILDRECOMMENDATIONS,-,MAINRECOMMENDATIONID,-,INTEGER,false
ECMS_CHILDRECOMMENDATIONS,-,NOTEXPLAINEDREASONID,-,INTEGER,false
ECMS_CHILDRECOMMENDATIONS,-,PERSONID_E,"Encrypted Person ID. Unique ID for this table.",BIGINT,false
ECMS_CHILDREFERRALREASONS,-,AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CHILDREFERRALREASONS,-,CHILDREFERRALID_E,-,BIGINT,false
ECMS_CHILDREFERRALREASONS,-,ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CHILDREFERRALREASONS,-,REFERRALREASONID,-,INTEGER,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",CASEREPORTTYPE_ID,"Report Type ID. Links to [ECMS_CASEREPORTTYPES] lookup.",INTEGER,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",CHILDREFERRALSTATU_ID,"Child Referal Status ID. Links to [ECMS_CHILDREFERRALSTATUS] lookup. Special access required.",INTEGER,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",DATECOMPLETED,"Date this application was completed (original).",DATE,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",DATEGENERATED,"Date this child referal was generated. Special access required.",DATE,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",LARESPONSEID,-,INTEGER,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",LOCALAUTHORITY_ID,"Local Authority ID. Links to [ECMS_LOCALAUTHORITIES] lookup.",INTEGER,false
ECMS_CHILDREFERRALS,"Child Referals data. Special access required.",PERSON_ID_E,"Encrypted Person ID. Links to [ECMS_PEOPLE] table. Special access required.",BIGINT,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,CASEID_E,"Encrypted Case ID. Unique ID for this table.",BIGINT,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,COURTID,-,INTEGER,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,DATETIMEGENERATED,-,TIMESTAMP,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,ISFCA,-,VARCHAR,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,PERSONID_E,"Encrypted Person ID. Unique ID for this table.",BIGINT,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,PROVIDERID,-,INTEGER,false
ECMS_COMMISSIONEDSERVICESREQUEST,-,SERVICEID,-,INTEGER,false
ECMS_DEDUPLICATIONACTIONPEOPLE,"This table is used to de-duplicate person records in [CMS_TBLPERSON] and [ECMS_PEOPLE].",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_DEDUPLICATIONACTIONPEOPLE,"This table is used to de-duplicate person records in [CMS_TBLPERSON] and [ECMS_PEOPLE].",DEDUPLICATIONACTION_ID_E,"Encrypted De-Duplication Action ID. This is used to group multiple person records to be de-duplicated.",BIGINT,false
ECMS_DEDUPLICATIONACTIONPEOPLE,"This table is used to de-duplicate person records in [CMS_TBLPERSON] and [ECMS_PEOPLE].",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_DEDUPLICATIONACTIONPEOPLE,"This table is used to de-duplicate person records in [CMS_TBLPERSON] and [ECMS_PEOPLE].",PERSONID_E,"Encrypted Person ID. Unique ID for this table.",BIGINT,false
ECMS_DEDUPLICATIONACTIONPEOPLE,"This table is used to de-duplicate person records in [CMS_TBLPERSON] and [ECMS_PEOPLE].",TOKEEP,"Flags the person record that should be kept.",VARCHAR,false
ECMS_DISABILITIES,"Person disability data that links a person to their disability type. Special access required.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_DISABILITIES,"Person disability data that links a person to their disability type. Special access required.",DISABILITYTYPE_ID,"Disability Type ID. Links to [ECMS_DISABILITYTYPES] lookup. Special access required.",INTEGER,false
ECMS_DISABILITIES,"Person disability data that links a person to their disability type. Special access required.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_DISABILITIES,"Person disability data that links a person to their disability type. Special access required.",PERSON_ID_E,"Encrypted Person ID. Links to [ECMS_PEOPLE] table. Special access required.",BIGINT,false
ECMS_DISABILITIES,"Person disability data that links a person to their disability type. Special access required.",SOURCE_ID,"Source ID. Links to [ECMS_SOURCES] lookup. Special access required.",INTEGER,false
ECMS_ETHNICITIES,-,AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_ETHNICITIES,-,ETHNICITYTYPE_ID,"Ethnicity Type ID. Links to [ECMS_ETHNICITYTYPES] lookup. Special access required.",INTEGER,false
ECMS_ETHNICITIES,-,ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_ETHNICITIES,-,PERSON_ID_E,"Encrypted Person ID. Links to [ECMS_PEOPLE] table. Special access required.",BIGINT,false
ECMS_ETHNICITIES,-,SOURCE_ID,"Source ID. Links to [ECMS_SOURCES] lookup. Special access required.",INTEGER,false
ECMS_EXPERTS,"A list of individual expert IDs.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_EXPERTS,"A list of individual expert IDs.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_EXPERTSPECIALITIES,"Expert speciality data that links an export to their speciality.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_EXPERTSPECIALITIES,"Expert speciality data that links an export to their speciality.",EXPERT_ID_E,"Encypted Expert ID. Links to [ECMS_EXPERTS] table. Special access required.",BIGINT,false
ECMS_EXPERTSPECIALITIES,"Expert speciality data that links an export to their speciality.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_EXPERTSPECIALITIES,"Expert speciality data that links an export to their speciality.",SPECIALITY_ID_E,"Speciality ID. Links to [ECMS_SPECIALITIES] lookup. Special access required.",BIGINT,false
ECMS_HEARINGS1,"Information on individual hearings.",ALLOWNONWORKINGDAYS,"Indicates if non-working days are allowed for the this hearing.",VARCHAR,false
ECMS_HEARINGS1,"Information on individual hearings.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_HEARINGS1,"Information on individual hearings.",CASEHEARINGTYPE_ID,"Hearing Type ID. Links to [ECMS_CASEHEARINGTYPES] lookup.",INTEGER,false
ECMS_HEARINGS1,"Information on individual hearings.",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_HEARINGS1,"Information on individual hearings.",COURTCOURTLEVELREF_ID,"Court-Court Level ID. Links to [ECMS_COURTCOURTLEVELREFS] lookup.",INTEGER,false
ECMS_HEARINGS1,"Information on individual hearings.",HEARINGDATE,"Date of hearing.",DATE,false
ECMS_HEARINGS1,"Information on individual hearings.",HEARINGDURATION,"Duration of hearing (minutes).",BIGINT,false
ECMS_HEARINGS1,"Information on individual hearings.",HEARINGTIME,"Time of hearing.",VARCHAR,false
ECMS_HEARINGS1,"Information on individual hearings.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_HEARINGS1,"Information on individual hearings.",ISFCAATTENDING,"Indicates if a Family Court Advisor (FCA) is attending. Special access required.",VARCHAR,false
ECMS_HEARINGS1,"Information on individual hearings.",ISHEARINGADJOURNED,-,VARCHAR,false
ECMS_HEARINGS1,"Information on individual hearings.",ISVIRTUAL,-,VARCHAR,false
ECMS_LANGUAGES,"Person language data that links a person to their language.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_LANGUAGES,"Person language data that links a person to their language.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_LANGUAGES,"Person language data that links a person to their language.",LANGUAGETYPE_ID,"Language Type ID. Links to [ECMS_LANGUAGETYPES] lookup. Special access required.",INTEGER,false
ECMS_LANGUAGES,"Person language data that links a person to their language.",PERSON_ID_E,"Encrypted Person ID. Links to [ECMS_PEOPLE] table. Special access required.",BIGINT,false
ECMS_LANGUAGES,"Person language data that links a person to their language.",SOURCE_ID,"Source ID. Links to [ECMS_SOURCES] lookup. Special access required.",INTEGER,false
ECMS_LEGALOUTPUTS,"Individual legal output data that links to a person, application and/or a case. Note: do not use legal outputs prior to April 2010.",APPLICATION_ID_E,"Encrypted Application ID. Links to [ECMS_APPLICATIONS] table.",BIGINT,false
ECMS_LEGALOUTPUTS,"Individual legal output data that links to a person, application and/or a case. Note: do not use legal outputs prior to April 2010.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_LEGALOUTPUTS,"Individual legal output data that links to a person, application and/or a case. Note: do not use legal outputs prior to April 2010.",CASE_ID_E,"Encrypted Case ID. Links to [ECMS_CASES] table.",BIGINT,false
ECMS_LEGALOUTPUTS,"Individual legal output data that links to a person, application and/or a case. Note: do not use legal outputs prior to April 2010.",DATEORDERED,"Date this legal output was ordered.",DATE,false
ECMS_LEGALOUTPUTS,"Individual legal output data that links to a person, application and/or a case. Note: do not use legal outputs prior to April 2010.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_LEGALOUTPUTS,"Individual legal output data that links to a person, application and/or a case. Note: do not use legal outputs prior to April 2010.",ISFPR164,"Indicates if this case is under rule 16.4 of the Family Procedure Rules.",VARCHAR,false
