state,county_fips,county_name,rows,years_present,min_year,max_year,total_enrollment,min_enrollment,table1_missing_years,treatment_constructible_years,suppression_or_missing_any,drake_supplement_exclusion_flag,drake_supplement_exclusion_reason,included_drake_harmonized_sample,missing_crosswalk_flag_any,missing_current_plan_flag_any,missing_premium_flag_any,missing_county_mapping_flag_any,all_three_years,table1_complete_all_years,treatment_constructible_all_years,low_enrollment_rank,candidate_extra_if_forcing_to_2159_by_low_enrollment,candidate_discrepancy_reason
FL,12083,,3,3,2022,2024,124629.0,32830.0,0,3,False,False,,True,False,False,False,False,True,True,True,2138,False,included_by_current_sample_rule
FL,12085,,3,3,2022,2024,53339.0,15817.0,0,3,False,False,,True,False,False,False,False,True,True,True,2073,False,included_by_current_sample_rule
FL,12086,,3,3,2022,2024,2327929.0,631365.0,0,3,False,False,,True,False,False,False,False,True,True,True,2188,False,included_by_current_sample_rule
FL,12087,,3,3,2022,2024,51309.0,16609.0,0,3,False,False,,True,False,False,False,False,True,True,True,2066,False,included_by_current_sample_rule
FL,12089,,3,3,2022,2024,20947.0,5434.0,0,3,False,False,,True,False,False,False,False,True,True,True,1920,False,included_by_current_sample_rule
FL,12091,,3,3,2022,2024,53324.0,13356.0,0,3,False,False,,True,False,False,False,False,True,True,True,2072,False,included_by_current_sample_rule
FL,12093,,3,3,2022,2024,10300.0,2550.0,0,3,False,False,,True,False,False,False,False,True,True,True,1694,False,included_by_current_sample_rule
FL,12095,,3,3,2022,2024,929346.0,244577.0,0,3,False,False,,True,False,False,False,False,True,True,True,2185,False,included_by_current_sample_rule
FL,12097,,3,3,2022,2024,343244.0,89146.0,0,3,False,False,,True,False,False,False,False,True,True,True,2174,False,included_by_current_sample_rule
FL,12099,,3,3,2022,2024,718194.0,203075.0,0,3,False,False,,True,False,False,False,False,True,True,True,2184,False,included_by_current_sample_rule
FL,12101,,3,3,2022,2024,167473.0,43721.0,0,3,False,False,,True,False,False,False,False,True,True,True,2153,False,included_by_current_sample_rule
FL,12103,,3,3,2022,2024,298447.0,80839.0,0,3,False,False,,True,False,False,False,False,True,True,True,2169,False,included_by_current_sample_rule
FL,12105,,3,3,2022,2024,256967.0,62987.0,0,3,False,False,,True,False,False,False,False,True,True,True,2164,False,included_by_current_sample_rule
FL,12107,,3,3,2022,2024,17678.0,4029.0,0,3,False,False,,True,False,False,False,False,True,True,True,1877,False,included_by_current_sample_rule
FL,12109,,3,3,2022,2024,68428.0,19585.0,0,3,False,False,,True,False,False,False,False,True,True,True,2103,False,included_by_current_sample_rule
FL,12111,,3,3,2022,2024,133646.0,35880.0,0,3,False,False,,True,False,False,False,False,True,True,True,2142,False,included_by_current_sample_rule
FL,12113,,3,3,2022,2024,37757.0,10186.0,0,3,False,False,,True,False,False,False,False,True,True,True,2023,False,included_by_current_sample_rule
FL,12115,,3,3,2022,2024,144989.0,40694.0,0,3,False,False,,True,False,False,False,False,True,True,True,2147,False,included_by_current_sample_rule
FL,12117,,3,3,2022,2024,177460.0,48512.0,0,3,False,False,,True,False,False,False,False,True,True,True,2155,False,included_by_current_sample_rule
FL,12119,,3,3,2022,2024,26051.0,6959.0,0,3,False,False,,True,False,False,False,False,True,True,True,1966,False,included_by_current_sample_rule
FL,12121,,3,3,2022,2024,15437.0,3701.0,0,3,False,False,,True,False,False,False,False,True,True,True,1829,False,included_by_current_sample_rule
FL,12123,,3,3,2022,2024,7670.0,2364.0,0,3,False,False,,True,False,False,False,False,True,True,True,1554,False,included_by_current_sample_rule
FL,12125,,3,3,2022,2024,2349.0,631.0,0,3,False,False,,True,False,False,False,False,True,True,True,814,False,included_by_current_sample_rule
FL,12127,,3,3,2022,2024,194206.0,52761.0,0,3,False,False,,True,False,False,False,False,True,True,True,2158,False,included_by_current_sample_rule
FL,12129,,3,3,2022,2024,6544.0,1733.0,0,3,False,False,,True,False,False,False,False,True,True,True,1462,False,included_by_current_sample_rule
FL,12131,,3,3,2022,2024,24519.0,6760.0,0,3,False,False,,True,False,False,False,False,True,True,True,1946,False,included_by_current_sample_rule
FL,12133,,3,3,2022,2024,6113.0,1528.0,0,3,False,False,,True,False,False,False,False,True,True,True,1431,False,included_by_current_sample_rule
GA,13001,,3,3,2022,2024,5449.0,1143.0,0,3,False,False,,True,False,False,False,False,True,True,True,1382,False,included_by_current_sample_rule
GA,13003,,3,3,2022,2024,2119.0,380.0,0,3,False,False,,True,False,False,False,False,True,True,True,751,False,included_by_current_sample_rule
GA,13005,,3,3,2022,2024,2900.0,579.0,0,3,False,False,,True,False,False,False,False,True,True,True,960,False,included_by_current_sample_rule
GA,13007,,3,3,2022,2024,1277.0,188.0,0,3,False,False,,True,False,False,False,False,True,True,True,456,False,included_by_current_sample_rule
GA,13009,,3,3,2022,2024,9230.0,1644.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1654,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
GA,13011,,3,3,2022,2024,5320.0,1035.0,0,3,False,False,,True,False,False,False,False,True,True,True,1368,False,included_by_current_sample_rule
GA,13013,,3,3,2022,2024,20455.0,5163.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1916,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
GA,13015,,3,3,2022,2024,26982.0,5640.0,0,3,False,False,,True,False,False,False,False,True,True,True,1977,False,included_by_current_sample_rule
GA,13017,,3,3,2022,2024,3921.0,761.0,0,3,False,False,,True,False,False,False,False,True,True,True,1169,False,included_by_current_sample_rule
GA,13019,,3,3,2022,2024,4088.0,735.0,0,3,False,False,,True,False,False,False,False,True,True,True,1198,False,included_by_current_sample_rule
GA,13021,,3,3,2022,2024,39293.0,7315.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,2030,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
GA,13023,,3,3,2022,2024,3455.0,569.0,0,3,False,False,,True,False,False,False,False,True,True,True,1084,False,included_by_current_sample_rule
GA,13025,,3,3,2022,2024,4552.0,792.0,0,3,False,False,,True,False,False,False,False,True,True,True,1282,False,included_by_current_sample_rule
GA,13027,,3,3,2022,2024,4832.0,811.0,0,3,False,False,,True,False,False,False,False,True,True,True,1322,False,included_by_current_sample_rule
GA,13029,,3,3,2022,2024,8552.0,2380.0,0,3,False,False,,True,False,False,False,False,True,True,True,1620,False,included_by_current_sample_rule
GA,13031,,3,3,2022,2024,18209.0,4451.0,0,3,False,False,,True,False,False,False,False,True,True,True,1888,False,included_by_current_sample_rule
GA,13033,,3,3,2022,2024,7234.0,1217.0,0,3,False,False,,True,False,False,False,False,True,True,True,1524,False,included_by_current_sample_rule
GA,13035,,3,3,2022,2024,8207.0,1462.0,0,3,False,False,,True,False,False,False,False,True,True,True,1589,False,included_by_current_sample_rule
GA,13037,,3,3,2022,2024,1774.0,375.0,0,3,False,False,,True,False,False,False,False,True,True,True,648,False,included_by_current_sample_rule
GA,13039,,3,3,2022,2024,7926.0,1738.0,0,3,False,False,,True,False,False,False,False,True,True,True,1569,False,included_by_current_sample_rule
GA,13043,,3,3,2022,2024,3021.0,716.0,0,3,False,False,,True,False,False,False,False,True,True,True,992,False,included_by_current_sample_rule
GA,13045,,3,3,2022,2024,25586.0,5992.0,0,3,False,False,,True,False,False,False,False,True,True,True,1960,False,included_by_current_sample_rule
GA,13047,,3,3,2022,2024,11475.0,2660.0,0,3,False,False,,True,False,False,False,False,True,True,True,1735,False,included_by_current_sample_rule
GA,13049,,3,3,2022,2024,1556.0,300.0,0,3,False,False,,True,False,False,False,False,True,True,True,571,False,included_by_current_sample_rule
GA,13051,,3,3,2022,2024,78532.0,19953.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,2113,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
GA,13053,,3,3,2022,2024,701.0,138.0,0,3,False,False,,True,False,False,False,False,True,True,True,194,False,included_by_current_sample_rule
GA,13055,,3,3,2022,2024,6413.0,1183.0,0,3,False,False,,True,False,False,False,False,True,True,True,1447,False,included_by_current_sample_rule
GA,13057,,3,3,2022,2024,66826.0,18027.0,0,3,False,False,,True,False,False,False,False,True,True,True,2098,False,included_by_current_sample_rule
GA,13059,,3,3,2022,2024,25225.0,6013.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1955,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
GA,13061,,3,3,2022,2024,1175.0,190.0,1,3,True,False,,True,False,False,False,False,True,False,True,404,False,missing_or_suppressed_table1_outcome
GA,13063,,3,3,2022,2024,112621.0,25566.0,0,3,False,False,,True,False,False,False,False,True,True,True,2134,False,included_by_current_sample_rule
GA,13065,,3,3,2022,2024,1316.0,215.0,0,3,False,False,,True,False,False,False,False,True,True,True,470,False,included_by_current_sample_rule
GA,13067,,3,3,2022,2024,215914.0,57686.0,0,3,False,False,,True,False,False,False,False,True,True,True,2160,False,included_by_current_sample_rule
GA,13069,,3,3,2022,2024,12322.0,2733.0,0,3,False,False,,True,False,False,False,False,True,True,True,1756,False,included_by_current_sample_rule
GA,13071,,3,3,2022,2024,11865.0,2249.0,0,3,False,False,,True,False,False,False,False,True,True,True,1748,False,included_by_current_sample_rule
GA,13073,,3,3,2022,2024,26012.0,6402.0,0,3,False,False,,True,False,False,False,False,True,True,True,1965,False,included_by_current_sample_rule
GA,13075,,3,3,2022,2024,4083.0,688.0,0,3,False,False,,True,False,False,False,False,True,True,True,1197,False,included_by_current_sample_rule
GA,13077,,3,3,2022,2024,26757.0,6341.0,0,3,False,False,,True,False,False,False,False,True,True,True,1973,False,included_by_current_sample_rule
GA,13079,,3,3,2022,2024,3111.0,524.0,0,3,False,False,,True,False,False,False,False,True,True,True,1015,False,included_by_current_sample_rule
GA,13081,,3,3,2022,2024,6337.0,1269.0,0,3,False,False,,True,False,False,False,False,True,True,True,1444,False,included_by_current_sample_rule
GA,13083,,3,3,2022,2024,3009.0,605.0,0,3,False,False,,True,False,False,False,False,True,True,True,989,False,included_by_current_sample_rule
GA,13085,,3,3,2022,2024,6879.0,1724.0,0,3,False,False,,True,False,False,False,False,True,True,True,1491,False,included_by_current_sample_rule
GA,13087,,3,3,2022,2024,8538.0,1511.0,0,3,False,False,,True,False,False,False,False,True,True,True,1618,False,included_by_current_sample_rule
GA,13089,,3,3,2022,2024,250532.0,63055.0,0,3,False,False,,True,False,False,False,False,True,True,True,2162,False,included_by_current_sample_rule
GA,13091,,3,3,2022,2024,6001.0,1204.0,0,3,False,False,,True,False,False,False,False,True,True,True,1418,False,included_by_current_sample_rule
GA,13093,,3,3,2022,2024,2618.0,511.0,0,3,False,False,,True,False,False,False,False,True,True,True,891,False,included_by_current_sample_rule
GA,13095,,3,3,2022,2024,25083.0,5039.0,0,3,False,False,,True,False,False,False,False,True,True,True,1953,False,included_by_current_sample_rule
GA,13097,,3,3,2022,2024,41659.0,10334.0,0,3,False,False,,True,False,False,False,False,True,True,True,2036,False,included_by_current_sample_rule
GA,13099,,3,3,2022,2024,2312.0,496.0,0,3,False,False,,True,False,False,False,False,True,True,True,805,False,included_by_current_sample_rule
GA,13101,,3,3,2022,2024,622.0,82.0,1,3,True,False,,True,False,False,False,False,True,False,True,162,False,missing_or_suppressed_table1_outcome
GA,13103,,3,3,2022,2024,12406.0,3232.0,0,3,False,False,,True,False,False,False,False,True,True,True,1760,False,included_by_current_sample_rule
GA,13105,,3,3,2022,2024,4373.0,934.0,0,3,False,False,,True,False,False,False,False,True,True,True,1255,False,included_by_current_sample_rule
GA,13107,,3,3,2022,2024,8360.0,1792.0,0,3,False,False,,True,False,False,False,False,True,True,True,1601,False,included_by_current_sample_rule
GA,13109,,3,3,2022,2024,2845.0,637.0,0,3,False,False,,True,False,False,False,False,True,True,True,946,False,included_by_current_sample_rule
GA,13111,,3,3,2022,2024,7377.0,1845.0,0,3,False,False,,True,False,False,False,False,True,True,True,1534,False,included_by_current_sample_rule
GA,13113,,3,3,2022,2024,24341.0,6783.0,0,3,False,False,,True,False,False,False,False,True,True,True,1945,False,included_by_current_sample_rule
GA,13115,,3,3,2022,2024,21077.0,4368.0,0,3,False,False,,True,False,False,False,False,True,True,True,1925,False,included_by_current_sample_rule
GA,13117,,3,3,2022,2024,54645.0,15867.0,0,3,False,False,,True,False,False,False,False,True,True,True,2077,False,included_by_current_sample_rule
GA,13119,,3,3,2022,2024,5603.0,1095.0,0,3,False,False,,True,False,False,False,False,True,True,True,1396,False,included_by_current_sample_rule
GA,13121,,3,3,2022,2024,292345.0,72946.0,0,3,False,False,,True,False,False,False,False,True,True,True,2167,False,included_by_current_sample_rule
GA,13123,,3,3,2022,2024,8020.0,1725.0,0,3,False,False,,True,False,False,False,False,True,True,True,1573,False,included_by_current_sample_rule
GA,13125,,3,3,2022,2024,675.0,132.0,0,3,False,False,,True,False,False,False,False,True,True,True,186,False,included_by_current_sample_rule
GA,13127,,3,3,2022,2024,24753.0,5622.0,0,3,False,False,,True,False,False,False,False,True,True,True,1949,False,included_by_current_sample_rule
GA,13129,,3,3,2022,2024,11669.0,2622.0,0,3,False,False,,True,False,False,False,False,True,True,True,1741,False,included_by_current_sample_rule
GA,13131,,3,3,2022,2024,6753.0,1330.0,0,3,False,False,,True,False,False,False,False,True,True,True,1485,False,included_by_current_sample_rule
GA,13133,,3,3,2022,2024,4400.0,964.0,0,3,False,False,,True,False,False,False,False,True,True,True,1260,False,included_by_current_sample_rule
GA,13135,,3,3,2022,2024,452074.0,121419.0,0,3,False,False,,True,False,False,False,False,True,True,True,2178,False,included_by_current_sample_rule
GA,13137,,3,3,2022,2024,9507.0,2333.0,0,3,False,False,,True,False,False,False,False,True,True,True,1667,False,included_by_current_sample_rule
GA,13139,,3,3,2022,2024,51231.0,11819.0,0,3,False,False,,True,False,False,False,False,True,True,True,2065,False,included_by_current_sample_rule
GA,13141,,3,3,2022,2024,1729.0,347.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,630,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
GA,13143,,3,3,2022,2024,7326.0,1596.0,0,3,False,False,,True,False,False,False,False,True,True,True,1530,False,included_by_current_sample_rule
GA,13145,,3,3,2022,2024,5956.0,1378.0,0,3,False,False,,True,False,False,False,False,True,True,True,1413,False,included_by_current_sample_rule
GA,13147,,3,3,2022,2024,5698.0,1179.0,0,3,False,False,,True,False,False,False,False,True,True,True,1399,False,included_by_current_sample_rule
GA,13149,,3,3,2022,2024,4603.0,765.0,0,3,False,False,,True,False,False,False,False,True,True,True,1293,False,included_by_current_sample_rule
GA,13151,,3,3,2022,2024,61592.0,16167.0,0,3,False,False,,True,False,False,False,False,True,True,True,2092,False,included_by_current_sample_rule
GA,13153,,3,3,2022,2024,32386.0,6623.0,0,3,False,False,,True,False,False,False,False,True,True,True,2000,False,included_by_current_sample_rule
GA,13155,,3,3,2022,2024,1782.0,376.0,0,3,False,False,,True,False,False,False,False,True,True,True,652,False,included_by_current_sample_rule
GA,13157,,3,3,2022,2024,15846.0,4076.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1837,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
